Ordem,UF,Municipio ,Cidade,Admin,Escola,N_alunos,N_participantes,P_Participantes,NSE,NSE,Nivel_Docente,Media_30melhores,Media
2549,SP,TABOAO DA SERRA,interior,Estadual,MARIA CATHARINA COMINO,50,25,50,M‚dio Alto,M‚dio ou M‚dio Alto,58,NaN,482.01
2550,SP,ITAPECERICA DA SERRA,interior,Estadual,ANTONIO FLORENTINO,154,78,50.65,M‚dio Alto,M‚dio ou M‚dio Alto,48,541.22,481.78
2551,SP,PIRAJU,interior,Estadual,JOAQUIM GUILHERME MOREIRA PORTO DOUTOR,33,21,63.64,M‚dio Alto,M‚dio ou M‚dio Alto,70.8,NaN,481.76
2552,SP,BRODOWSKI,interior,Estadual,JOSE ALEIXO DA SILVA PASSOS CORONEL,168,84,50,M‚dio Alto,M‚dio ou M‚dio Alto,63.2,546.3,481.64
2553,SP,FRANCISCO MORATO,interior,Estadual,BUENO DE AZEVEDO FILHO PROF,160,90,56.25,M‚dio,M‚dio ou M‚dio Alto,77.8,549.95,481.64
2554,SP,POPULINA,interior,Estadual,LESBINO DE SOUZA ALKIMIN,55,30,54.55,M‚dio,M‚dio ou M‚dio Alto,65.7,481.57,481.57
2555,SP,OUROESTE,interior,Estadual,SANSARA SINGH FILHO PROFESSOR,112,64,57.14,M‚dio Alto,M‚dio ou M‚dio Alto,68.5,545.38,481.42
2556,SP,SAO BENTO DO SAPUCAI,interior,Estadual,GENESIO CANDIDO PEREIRA DOUTOR,104,59,56.73,M‚dio,M‚dio ou M‚dio Alto,62.7,530.16,481.34
2557,SP,CAIEIRAS,interior,Estadual,JOSE CARLOS DA SILVA JUNIOR,64,38,59.38,M‚dio Alto,M‚dio ou M‚dio Alto,52.3,505.1,481.24
2558,SP,ARARAS,interior,Estadual,CESARIO COIMBRA DOUTOR,256,159,62.11,M‚dio Alto,M‚dio ou M‚dio Alto,65.4,571.74,481.23
2559,SP,SANTO ANASTACIO,interior,Estadual,OSWALDO RANAZZI PROFESSOR,103,59,57.28,M‚dio,M‚dio ou M‚dio Alto,64.9,538.42,481.21
2560,SP,JOANOPOLIS,interior,Estadual,JOAO ERNESTO FIGUEIREDO CORONEL,100,62,62,M‚dio,M‚dio ou M‚dio Alto,62,537.08,481.17
2561,SP,GUARULHOS,interior,Privada,FARAOS COLEGIO,23,19,82.61,M‚dio Alto,M‚dio ou M‚dio Alto,40,NaN,481.17
2562,SP,GUAIRA,interior,Estadual,ZEZINHO PORTUGAL,100,60,60,M‚dio Alto,M‚dio ou M‚dio Alto,77.6,531.78,481.11
2563,SP,JOSE BONIFACIO,interior,Estadual,SEVERINO REINO,91,66,72.53,M‚dio Alto,M‚dio ou M‚dio Alto,77.4,538.94,481.11
2564,SP,MOGI DAS CRUZES,interior,Estadual,ISAAC GRINBERG HISTORIADOR,182,103,56.59,M‚dio Alto,M‚dio ou M‚dio Alto,66.2,554.84,481.1
2565,SP,HORTOLANDIA,interior,Estadual,MANOEL IGNACIO DA SILVA,169,100,59.17,M‚dio Alto,M‚dio ou M‚dio Alto,51.3,554.04,481.09
2566,SP,ARACATUBA,interior,Estadual,GENESIO DE ASSIS PROF,65,44,67.69,M‚dio Alto,M‚dio ou M‚dio Alto,58.3,511.51,481.04
2567,SP,SOROCABA,interior,Estadual,OSSIS SALVESTRINI MENDES PROFESSORA,68,39,57.35,M‚dio Alto,M‚dio ou M‚dio Alto,65.9,508.94,481.02
2568,SP,SAO BERNARDO DO CAMPO,interior,Estadual,JACOB CASSEB PROFESSOR,78,40,51.28,M‚dio Alto,M‚dio ou M‚dio Alto,51.9,505.11,481
2569,SP,QUELUZ,interior,Estadual,JOSE DE PAULA FRANCA PROF,72,39,54.17,M‚dio,M‚dio ou M‚dio Alto,70.5,508.66,480.98
2570,SP,SAO LUIS DO PARAITINGA,interior,Estadual,IGNACIO GIOIA MONSENHOR,125,66,52.8,M‚dio,M‚dio ou M‚dio Alto,80,537.42,480.89
2571,SP,SANTOS,interior,Privada,LUPE PICASSO INSTITUTO EDUCACIONAL,23,15,65.22,Alto,Alto ou Muito Alto,61.5,NaN,480.88
2572,SP,ARACATUBA,interior,Estadual,LICOLINA VILLELA REIS ALVES PROFA,52,33,63.46,M‚dio Alto,M‚dio ou M‚dio Alto,66.7,495.01,480.86
2573,SP,BATATAIS,interior,Estadual,CANDIDO PORTINARI,104,53,50.96,M‚dio Alto,M‚dio ou M‚dio Alto,71.7,520.5,480.83
2574,SP,SAO LOURENCO DA SERRA,interior,Estadual,MARIANINHA QUEIROZ PROFESSORA,105,56,53.33,M‚dio,M‚dio ou M‚dio Alto,62.7,532.23,480.75
2575,SP,SAO BERNARDO DO CAMPO,interior,Estadual,SANTA DALMOLIN DEMARCHI,145,87,60,M‚dio Alto,M‚dio ou M‚dio Alto,51,555.52,480.74
2576,SP,PINDAMONHANGABA,interior,Estadual,RYOITI YASSUDA,54,50,92.59,M‚dio Alto,M‚dio ou M‚dio Alto,75,532.74,480.7
2577,SP,IBITINGA,interior,Estadual,ARIOVALDO DA FONSECA PROF DR,42,22,52.38,M‚dio,M‚dio ou M‚dio Alto,74.2,NaN,480.68
2578,SP,SERTAOZINHO,interior,Estadual,ANNA PASSAMONTI BALARDIN,203,116,57.14,M‚dio,M‚dio ou M‚dio Alto,79.3,556.94,480.57
2579,SP,OLEO,interior,Estadual,CALVINO BARBOSA FERRAZ,35,22,62.86,M‚dio,M‚dio ou M‚dio Alto,71.1,NaN,480.56
2580,SP,CAMPINAS,interior,Estadual,JARDIM SAN DIEGO,111,64,57.66,M‚dio Alto,M‚dio ou M‚dio Alto,59,532.09,480.53
2581,SP,SANTO ANDRE,interior,Estadual,PARQUE MARAJOARA II,205,110,53.66,M‚dio Alto,M‚dio ou M‚dio Alto,58.5,557.9,480.43
2582,SP,SAO CARLOS,interior,Estadual,SEBASTIAO DE OLIVEIRA ROCHA PROFESSOR,30,19,63.33,M‚dio Alto,M‚dio ou M‚dio Alto,66.7,NaN,480.34
2583,SP,PINDAMONHANGABA,interior,Estadual,JOAO MARTINS DE ALMEIDA PROFESSOR,110,56,50.91,M‚dio Alto,M‚dio ou M‚dio Alto,76.7,527.83,480.28
2584,SP,SUMARE,interior,Estadual,LUIS HENRIQUE MARCHI PROFESSOR,43,28,65.12,M‚dio Alto,M‚dio ou M‚dio Alto,54.3,NaN,480.19
2585,SP,MONTE MOR,interior,Estadual,CARMELA CHIARA GINEFRA PROFESSORA,85,50,58.82,M‚dio Alto,M‚dio ou M‚dio Alto,56.9,518.69,480.05
2586,SP,SAO CAETANO DO SUL,interior,Estadual,BONIFACIO DE CARVALHO CORONEL,206,123,59.71,M‚dio Alto,M‚dio ou M‚dio Alto,53.2,552.52,480.01
2587,SP,TABOAO DA SERRA,interior,Estadual,ALMIR PEREIRA BAHIA REVERENDO,154,87,56.49,M‚dio Alto,M‚dio ou M‚dio Alto,63.6,544.15,479.96
2588,SP,AMERICANA,interior,Estadual,OLYMPIA BARTH DE OLIVEIRA PROFA,111,56,50.45,M‚dio Alto,M‚dio ou M‚dio Alto,56.9,533.55,479.9
2589,SP,SAO BERNARDO DO CAMPO,interior,Privada,BRASILIA COLEGIO,14,8,57.14,Alto,Alto ou Muito Alto,61.5,NaN,479.89
2590,SP,CRUZALIA,interior,Estadual,JOAQUIM GONCALVES DE OLIVEIRA,19,10,52.63,M‚dio Alto,M‚dio ou M‚dio Alto,50,NaN,479.83
2591,SP,SOROCABA,interior,Estadual,JOAO RODRIGUES BUENO,111,70,63.06,M‚dio Alto,M‚dio ou M‚dio Alto,69.2,540.6,479.83
2592,SP,SAO VICENTE,interior,Estadual,OSWALDO DOS SANTOS SOARES PROFESSOR DOUTOR,124,71,57.26,M‚dio Alto,M‚dio ou M‚dio Alto,63.7,541.45,479.82
2593,SP,SANTO ANDRE,interior,Estadual,JARDIM RIVIERA,43,34,79.07,M‚dio Alto,M‚dio ou M‚dio Alto,63.5,495,479.68
2594,SP,DIADEMA,interior,Estadual,ANCHIETA PADRE,219,133,60.73,M‚dio Alto,M‚dio ou M‚dio Alto,57.4,551.58,479.63
2595,SP,SAO JOSE DO RIO PRETO,interior,Estadual,AMIRA HOMSI CHALELLA PROFESSORA,187,94,50.27,M‚dio Alto,M‚dio ou M‚dio Alto,62.9,551.29,479.43
2596,SP,SAO JOSE DOS CAMPOS,interior,Estadual,FRANCISCO LOPES DE AZEVEDO PROFESSOR,68,38,55.88,M‚dio Alto,M‚dio ou M‚dio Alto,64.3,504.58,479.38
2597,SP,SAO CARLOS,interior,Estadual,JOSE JULIANO NETO PROFESSOR,137,88,64.23,M‚dio Alto,M‚dio ou M‚dio Alto,70.9,541.28,479.25
2598,SP,VOTUPORANGA,interior,Estadual,MARIA NIVEA COSTA PINTO FREITAS PROFA,62,39,62.9,M‚dio Alto,M‚dio ou M‚dio Alto,67.1,511.25,479.18
2599,SP,PROMISSAO,interior,Estadual,ANTONIO FIGUEIREDO NAVAS COMENDADOR,130,76,58.46,M‚dio Alto,M‚dio ou M‚dio Alto,57.1,548.08,478.9
2600,SP,JUNDIAI,interior,Privada,ETB ESCOLAS TECNICAS DO BRASIL,15,8,53.33,Alto,Alto ou Muito Alto,78.3,NaN,478.9
2601,SP,SAO JOSE DO RIO PARDO,interior,Estadual,CANDIDO RODRIGUES DOUTOR,115,61,53.04,M‚dio Alto,M‚dio ou M‚dio Alto,53.1,531.79,478.82
2602,SP,SERTAOZINHO,interior,Estadual,ANTONIO FURLAN JUNIOR DOUTOR,133,81,60.9,M‚dio Alto,M‚dio ou M‚dio Alto,62.8,544.15,478.46
2603,SP,LIMEIRA,interior,Estadual,GABRIEL POZZI PROFESSOR,16,11,68.75,M‚dio Alto,M‚dio ou M‚dio Alto,81,NaN,478.4
2604,SP,GUARULHOS,interior,Estadual,JOSE SCARAMELLI PROFESSOR,75,42,56,M‚dio Alto,M‚dio ou M‚dio Alto,46.8,505.25,478.33
2605,SP,SANTO ANDRE,interior,Estadual,OSCAVO DE PAULA E SILVA PROFESSOR,108,63,58.33,Alto,Alto ou Muito Alto,58.2,536.86,478.32
2606,SP,ARACATUBA,interior,Estadual,LUIZ GAMA,32,16,50,M‚dio Alto,M‚dio ou M‚dio Alto,69.4,NaN,478.26
2607,SP,PRAIA GRANDE,interior,Estadual,BALNEARIO DAS PALMEIRAS,133,68,51.13,M‚dio Alto,M‚dio ou M‚dio Alto,47.2,539.29,478.18
2608,SP,SAO PAULO,capital,Estadual,EMILIO WARWICK KERR PASTOR,36,25,69.44,M‚dio,M‚dio ou M‚dio Alto,52.3,NaN,478.18
2609,SP,SOROCABA,interior,Estadual,ANA CECILIA MARTINS PROFESSORA,111,56,50.45,M‚dio Alto,M‚dio ou M‚dio Alto,72,523.31,478.09
2610,SP,GENERAL SALGADO,interior,Estadual,TONICO BARAO,114,70,61.4,M‚dio,M‚dio ou M‚dio Alto,88.9,536.31,478.08
2611,SP,PINDAMONHANGABA,interior,Estadual,JOSE WADIE MILAD PROFESSOR,62,37,59.68,M‚dio Alto,M‚dio ou M‚dio Alto,53.6,497.19,478.04
2612,SP,AGUAI,interior,Estadual,EGLE LUPORINI COSTA PROFESSORA,83,47,56.63,M‚dio,M‚dio ou M‚dio Alto,59.5,512.64,478.03
2613,SP,AVARE,interior,Estadual,PAULO ARAUJO NOVAES DOUTOR,128,73,57.03,M‚dio Alto,M‚dio ou M‚dio Alto,75.7,539.45,478
2614,SP,DIADEMA,interior,Estadual,ANTONIO BRANCO RODRIGUES JUNIOR PROFESSOR,38,20,52.63,M‚dio,M‚dio ou M‚dio Alto,50.9,NaN,477.99
2615,SP,PRESIDENTE BERNARDES,interior,Estadual,ALFREDO WESTIN JUNIOR,99,57,57.58,M‚dio,M‚dio ou M‚dio Alto,64.4,525.07,477.88
2616,SP,SETE BARRAS,interior,Estadual,MARIA SANTANA DE ALMEIDA PROFESSORA,83,44,53.01,M‚dio,M‚dio ou M‚dio Alto,56.5,515.29,477.66
2617,SP,LORENA,interior,Privada,ADVENTISTA DE LORENA ESCOLA EIF,19,18,94.74,M‚dio Alto,M‚dio ou M‚dio Alto,56.8,NaN,477.64
2618,SP,PRESIDENTE VENCESLAU,interior,Estadual,ALFREDO MARCONDES CABRAL,78,40,51.28,M‚dio Alto,M‚dio ou M‚dio Alto,52.4,498.71,477.46
2619,SP,MIRACATU,interior,Estadual,ARMANDO GONCALVES PROFESSOR,78,41,52.56,M‚dio,M‚dio ou M‚dio Alto,54.2,504.51,477.41
2620,SP,MANDURI,interior,Estadual,MIGUEL MARVULLO,98,55,56.12,M‚dio Alto,M‚dio ou M‚dio Alto,72.9,523.71,477.32
2621,SP,ARTUR NOGUEIRA,interior,Estadual,MAGDALENA SANSEVERINO GROSSO PROFESSORA,126,64,50.79,M‚dio Alto,M‚dio ou M‚dio Alto,35.1,538.66,477.3
2622,SP,TAUBATE,interior,Estadual,MARIO CARDOSO FRANCO PROFESSOR,148,76,51.35,M‚dio Alto,M‚dio ou M‚dio Alto,81.4,528.66,477.3
2623,SP,JUNQUEIROPOLIS,interior,Estadual,GERALDO PECORARI PROF,50,27,54,M‚dio,M‚dio ou M‚dio Alto,81.7,NaN,477.27
2624,SP,ITAJU,interior,Estadual,ERASTO CASTANHO DE ANDRADE PROFESSOR,44,24,54.55,M‚dio Alto,M‚dio ou M‚dio Alto,45.9,NaN,477.23
2625,SP,GUAIMBE,interior,Estadual,JOSE BELMIRO DA ROCHA,60,34,56.67,M‚dio,M‚dio ou M‚dio Alto,54.6,492.88,477.15
2626,SP,BIRIGUI,interior,Privada,UNIESP DE BIRIGUI COLEGIO,19,15,78.95,Alto,Alto ou Muito Alto,68.1,NaN,477.11
2627,SP,SAO PAULO,capital,Privada,PAULO DE TARSO COLEGIO,12,8,66.67,Alto,Alto ou Muito Alto,61.5,NaN,477.1
2628,SP,GUARULHOS,interior,Estadual,JOAO CAVALHEIRO SALEM PROFESSOR,39,20,51.28,M‚dio Alto,M‚dio ou M‚dio Alto,58.3,NaN,477.08
2629,SP,IBIUNA,interior,Estadual,ROQUE BASTOS PROFESSOR,84,47,55.95,M‚dio,M‚dio ou M‚dio Alto,66,516.39,477.02
2630,SP,ALVINLANDIA,interior,Estadual,JOSE BONIFACIO DO COUTO,30,16,53.33,M‚dio,M‚dio ou M‚dio Alto,78.3,NaN,476.98
2631,SP,PEREIRA BARRETO,interior,Estadual,FRANCISCO SCHMIDT CEL,254,147,57.87,M‚dio,M‚dio ou M‚dio Alto,67.8,562.28,476.88
2632,SP,PILAR DO SUL,interior,Estadual,MARIA APARECIDA MENDES SILVA LACERDA PROFESSORA,75,51,68,M‚dio,M‚dio ou M‚dio Alto,58.3,513.19,476.73
2633,SP,SAO JOSE DO RIO PRETO,interior,Estadual,VICTOR BRITTO BASTOS PROFESSOR,82,43,52.44,M‚dio Alto,M‚dio ou M‚dio Alto,84.2,519,476.68
2634,SP,JALES,interior,Estadual,EUPHLY JALLES DOUTOR,181,91,50.28,M‚dio Alto,M‚dio ou M‚dio Alto,66.3,554.93,476.67
2635,SP,LOUVEIRA,interior,Estadual,ALBERTO FERREIRA REZENDE PROFESSOR,94,47,50,M‚dio,M‚dio ou M‚dio Alto,47.8,518.47,476.6
2636,SP,MOGI GUACU,interior,Estadual,JOAO PESSOA MASCHIETTO PROF,74,44,59.46,M‚dio Alto,M‚dio ou M‚dio Alto,70.8,503.21,476.59
2637,SP,PENAPOLIS,interior,Estadual,CARLOS SAMPAIO FILHO DOUTOR,99,53,53.54,M‚dio Alto,M‚dio ou M‚dio Alto,54.6,520.52,476.56
2638,SP,LIMEIRA,interior,Estadual,ARY LEITE PEREIRA PROFESSOR,68,34,50,M‚dio Alto,M‚dio ou M‚dio Alto,76.3,489.88,476.39
2639,SP,ATIBAIA,interior,Estadual,JOSE PIRES ALVIM,61,32,52.46,M‚dio Alto,M‚dio ou M‚dio Alto,51,485.07,476.37
2640,SP,LIMEIRA,interior,Estadual,ANTONIO DE QUEIROZ PROFESSOR,154,102,66.23,M‚dio Alto,M‚dio ou M‚dio Alto,59.3,551.21,476.37
2641,SP,TAQUARITUBA,interior,Estadual,JOSE PENNA,63,35,55.56,M‚dio,M‚dio ou M‚dio Alto,74.5,490.01,476.36
2642,SP,MARILIA,interior,Estadual,ANTONIO DE BAPTISTA PROF,119,73,61.34,M‚dio Alto,M‚dio ou M‚dio Alto,54.7,539.75,476.34
2643,SP,SAO SEBASTIAO,interior,Privada,PROGRESSO COLEGIO,11,10,90.91,Muito Alto,Alto ou Muito Alto,61.1,NaN,476.26
2644,SP,GUARATINGUETA,interior,Estadual,ROGERIO LACAZ PROF,113,58,51.33,Alto,Alto ou Muito Alto,67.5,525.97,476.24
2645,SP,SAO PAULO,capital,Privada,INOVACAO COLEGIO UNIDADE II,12,9,75,Alto,Alto ou Muito Alto,55.3,NaN,476.14
2646,SP,HORTOLANDIA,interior,Estadual,PAULINA ROSA PROFESSORA,38,21,55.26,M‚dio Alto,M‚dio ou M‚dio Alto,56.7,NaN,475.98
2647,SP,SAO JOAO DA BOA VISTA,interior,Estadual,DOMINGOS THEODORO DE OLIVEIRA AZEVEDO,156,105,67.31,M‚dio Alto,M‚dio ou M‚dio Alto,61.1,562.06,475.84
2648,SP,ROSANA,interior,Privada,INTERACAO CENTRO EDUCACIONAL,21,17,80.95,M‚dio Alto,M‚dio ou M‚dio Alto,56.8,NaN,475.83
2649,SP,ITATIBA,interior,Estadual,ANTONIO DUTRA PROFESSOR,160,90,56.25,M‚dio Alto,M‚dio ou M‚dio Alto,58.2,553.84,475.66
2650,SP,SAO CAETANO DO SUL,interior,Estadual,ALEXANDRE GRIGOLLI PADRE,133,77,57.89,M‚dio Alto,M‚dio ou M‚dio Alto,57.1,534.3,475.63
2651,SP,INDIAPORA,interior,Estadual,DATHAN CERVO PROFESSOR,40,26,65,M‚dio,M‚dio ou M‚dio Alto,85.5,NaN,475.52
2652,SP,MAIRIPORA,interior,Estadual,MARIA ZEZA GOMES DE OLIVEIRA,38,26,68.42,M‚dio,M‚dio ou M‚dio Alto,81.7,NaN,475.45
2653,SP,AMERICANA,interior,Estadual,WILSON CAMARGO PROF,110,59,53.64,M‚dio Alto,M‚dio ou M‚dio Alto,67,526.46,475.45
2654,SP,SAO PAULO,capital,Estadual,SEMINARIO NOSSA SENHORA DA GLORIA,67,36,53.73,M‚dio Alto,M‚dio ou M‚dio Alto,45.5,494.9,475.26
2655,SP,DRACENA,interior,Estadual,JULIETA GUEDES MENDONCA PROFA,130,66,50.77,M‚dio Alto,M‚dio ou M‚dio Alto,63.4,531.65,475.2
2656,SP,MONCOES,interior,Estadual,JOSE FLORENCIO DO AMARAL,31,19,61.29,M‚dio Alto,M‚dio ou M‚dio Alto,44.4,NaN,475.08
2657,SP,JACAREI,interior,Estadual,JOAO VICTOR LAMANNA DR,47,24,51.06,M‚dio Alto,M‚dio ou M‚dio Alto,67.9,NaN,475.01
2658,SP,PEDERNEIRAS,interior,Estadual,ANCHIETA,88,55,62.5,M‚dio Alto,M‚dio ou M‚dio Alto,48.2,527.99,474.92
2659,SP,CAIEIRAS,interior,Estadual,WALTHER WEISZFLOG,135,95,70.37,M‚dio Alto,M‚dio ou M‚dio Alto,65.7,543.41,474.87
2660,SP,PRESIDENTE PRUDENTE,interior,Estadual,TANNEL ABBUD COMENDADOR,157,98,62.42,M‚dio Alto,M‚dio ou M‚dio Alto,79.5,550.8,474.82
2661,SP,ALTINOPOLIS,interior,Estadual,ANTONIO BARREIROS PROFESSOR,147,106,72.11,M‚dio,M‚dio ou M‚dio Alto,78.3,543.79,474.77
2662,SP,DIADEMA,interior,Estadual,FABIO EDUARDO RAMOS ESQUIVEL,114,60,52.63,M‚dio Alto,M‚dio ou M‚dio Alto,68.7,528.04,474.71
2663,SP,ITU,interior,Estadual,JOSE LEITE PINHEIRO JR PROF,62,38,61.29,M‚dio Alto,M‚dio ou M‚dio Alto,56.9,502.86,474.63
2664,SP,SOROCABA,interior,Estadual,RAFAEL ORSI FILHO PROFESSOR,62,35,56.45,M‚dio Alto,M‚dio ou M‚dio Alto,57.3,491.79,474.59
2665,SP,ARARAS,interior,Estadual,MAXIMILIANO BARUTO DOUTOR,61,32,52.46,M‚dio,M‚dio ou M‚dio Alto,86.8,481.5,474.54
2666,SP,SAO ROQUE,interior,Estadual,EPAMINONDAS DE OLIVEIRA PROFESSOR,109,77,70.64,M‚dio,M‚dio ou M‚dio Alto,59.6,546.89,474.45
2667,SP,SARAPUI,interior,Estadual,FLORA PRESTES CESAR PROFA,99,52,52.53,M‚dio,M‚dio ou M‚dio Alto,65.8,514.66,474.42
2668,SP,CAFELANDIA,interior,Estadual,WOLNEY RADIGHIERI PROF,14,8,57.14,M‚dio,M‚dio ou M‚dio Alto,63.6,NaN,474.34
2669,SP,FRANCA,interior,Estadual,EVARISTO FABRICIO PROF,167,93,55.69,M‚dio Alto,M‚dio ou M‚dio Alto,88.1,539.52,474.33
2670,SP,EMBU DAS ARTES,interior,Estadual,IRACEMA BELLO ORICCHIO DOUTORA,31,17,54.84,M‚dio Alto,M‚dio ou M‚dio Alto,50,NaN,474.22
2671,SP,SAO PAULO,capital,Estadual,STEFAN ZWEIG,119,63,52.94,M‚dio Alto,M‚dio ou M‚dio Alto,51.6,529.86,474.22
2672,SP,SAO JOAQUIM DA BARRA,interior,Estadual,MANOEL GOUVEIA DE LIMA,101,58,57.43,M‚dio Alto,M‚dio ou M‚dio Alto,75.7,522.41,474.21
2673,SP,CAMPOS DO JORDAO,interior,Estadual,THEODORO CORREA CINTRA PROFESSOR,305,155,50.82,M‚dio,M‚dio ou M‚dio Alto,65,568.69,474.02
2674,SP,EMBU DAS ARTES,interior,Estadual,MARCIA APARECIDA DA SILVA FARIA RIES PROFESSORA,47,30,63.83,M‚dio Alto,M‚dio ou M‚dio Alto,45.2,474.02,474.02
2675,SP,CAJATI,interior,Estadual,FRUTUOSO PEREIRA DE MORAES,58,37,63.79,M‚dio,M‚dio ou M‚dio Alto,53.8,495.31,473.92
2676,SP,FERRAZ DE VASCONCELOS,interior,Privada,CEZARIO JORGE COLEGIO,12,6,50,Alto,Alto ou Muito Alto,51.3,NaN,473.77
2677,SP,SANTA ISABEL,interior,Estadual,GABRIELA FREIRE LOBO PROFA,100,53,53,M‚dio Alto,M‚dio ou M‚dio Alto,56.6,517.64,473.72
2678,SP,TAUBATE,interior,Estadual,CESIDIO AMBROGI PROFESSOR,122,65,53.28,M‚dio Alto,M‚dio ou M‚dio Alto,63.2,538.29,473.69
2679,SP,CACONDE,interior,Estadual,ROQUE IELO PROFESSOR,70,35,50,M‚dio,M‚dio ou M‚dio Alto,87.5,491.33,473.55
2680,SP,SANTA ROSA DE VITERBO,interior,Privada,INTEGRADO DE SANTA ROSA DE VITERBO COLEGIO,15,13,86.67,Alto,Alto ou Muito Alto,67.4,NaN,473.45
2681,SP,LINS,interior,Estadual,FERNANDO COSTA,107,54,50.47,M‚dio Alto,M‚dio ou M‚dio Alto,76.1,514.12,473.44
2682,SP,SAO JOSE DO RIO PARDO,interior,Estadual,STELLA COUVERT RIBEIRO PROFESSORA,28,16,57.14,M‚dio Alto,M‚dio ou M‚dio Alto,70,NaN,473.38
2683,SP,TABOAO DA SERRA,interior,Estadual,NEUSA DEMETRIO PROFESSORA,196,111,56.63,M‚dio,M‚dio ou M‚dio Alto,62.2,546.48,473.36
2684,SP,PARAGUACU PAULISTA,interior,Estadual,ISIDORO BAPTISTA,136,77,56.62,M‚dio Alto,M‚dio ou M‚dio Alto,69.4,538.31,473.33
2685,SP,BERTIOGA,interior,Estadual,MARIA APARECIDA PINTO DE ABREU MAGNO PROFESSORA,99,56,56.57,M‚dio Alto,M‚dio ou M‚dio Alto,68.5,533.03,473.29
2686,SP,SERTAOZINHO,interior,Estadual,WINSTON CHURCHILL,100,58,58,M‚dio Alto,M‚dio ou M‚dio Alto,85.2,530.26,473.2
2687,SP,CARAGUATATUBA,interior,Estadual,BENEDITO MIGUEL CARLOTA,91,47,51.65,M‚dio,M‚dio ou M‚dio Alto,74.2,506.59,473.19
2688,SP,TIETE,interior,Estadual,PLINIO RODRIGUES DE MORAIS,359,187,52.09,M‚dio Alto,M‚dio ou M‚dio Alto,56.8,557.72,473.18
2689,SP,TUPA,interior,Estadual,JOAQUIM ABARCA,139,75,53.96,M‚dio Alto,M‚dio ou M‚dio Alto,83.5,537.37,473.17
2690,SP,IBATE,interior,Estadual,ANDRE DONATONI,20,12,60,M‚dio Alto,M‚dio ou M‚dio Alto,47.5,NaN,473.05
2691,SP,LEME,interior,Estadual,MARIA JOAQUINA DE ARRUDA PROFESSORA,204,123,60.29,M‚dio Alto,M‚dio ou M‚dio Alto,79.7,549.62,472.97
2692,SP,FRANCISCO MORATO,interior,Estadual,BELEM DA SERRA,195,112,57.44,M‚dio,M‚dio ou M‚dio Alto,48.4,546.21,472.94
2693,SP,PANORAMA,interior,Estadual,JOAO BRASIO,45,25,55.56,M‚dio,M‚dio ou M‚dio Alto,66.3,NaN,472.8
2694,SP,OURINHOS,interior,Estadual,ARY CORREA DOUTOR,66,34,51.52,M‚dio,M‚dio ou M‚dio Alto,74.2,489.49,472.76
2695,SP,SAO PAULO,capital,Estadual,AMENAIDE BRAGA DE QUEIROZ PROFA,124,64,51.61,M‚dio Alto,M‚dio ou M‚dio Alto,55.8,532.1,472.72
2696,SP,TAMBAU,interior,Estadual,DONIZETTI TAVARES DE LIMA PADRE,148,74,50,M‚dio,M‚dio ou M‚dio Alto,79.4,541.04,472.69
2697,SP,BEBEDOURO,interior,Estadual,ABILIO MANOEL,65,42,64.62,M‚dio Alto,M‚dio ou M‚dio Alto,71.3,508.88,472.56
2698,SP,AGUAS DE SANTA BARBARA,interior,Estadual,PAULO DELICIO,72,39,54.17,M‚dio Alto,M‚dio ou M‚dio Alto,42.5,496.54,472.54
2699,SP,SANTA BARBARA D OESTE,interior,Estadual,SONIA APARECIDA BATAGLIA CARDOSO PROFA,20,10,50,M‚dio,M‚dio ou M‚dio Alto,71.7,NaN,472.54
2700,SP,LORENA,interior,Estadual,GABRIEL PRESTES,129,65,50.39,M‚dio Alto,M‚dio ou M‚dio Alto,51,524.86,472.3
2701,SP,DIVINOLANDIA,interior,Estadual,EDUARDO VICENTE NASSER DEPUTADO,120,62,51.67,M‚dio,M‚dio ou M‚dio Alto,74.4,527.36,472.3
2702,SP,VOTORANTIM,interior,Privada,DIMENSAO CRIANCA E CIA COLEGIO,15,9,60,Muito Alto,Alto ou Muito Alto,88.9,NaN,472.2
2703,SP,IBIUNA,interior,Estadual,OLIMPIA FALCI DONA,65,41,63.08,M‚dio,M‚dio ou M‚dio Alto,76.4,506.27,472.03
2704,SP,CANANEIA,interior,Estadual,YOLANDA ARAUJO SILVA PAIVA PROFESSORA,31,16,51.61,M‚dio,M‚dio ou M‚dio Alto,70.8,NaN,471.89
2705,SP,SAO PAULO,capital,Privada,ALVORADA PLUS INSTITUTO EDUCACIONAL,46,30,65.22,Alto,Alto ou Muito Alto,32.7,471.83,471.83
2706,SP,TAUBATE,interior,Estadual,URBANO ALVES DE SOUZA PEREIRA ENGENHEIRO,135,71,52.59,M‚dio Alto,M‚dio ou M‚dio Alto,65.1,537.14,471.78
2707,SP,PERUIBE,interior,Estadual,FRANCISCO PEREIRA DA ROCHA DOUTOR,70,46,65.71,M‚dio,M‚dio ou M‚dio Alto,66.1,513.85,471.71
2708,SP,ITABERA,interior,Estadual,LEONCIO PIMENTEL,89,49,55.06,M‚dio Baixo,M‚dio Baixo,60,513.65,471.66
2709,SP,PRESIDENTE PRUDENTE,interior,Estadual,ARLINDO FANTINI PROFESSOR,69,36,52.17,M‚dio Alto,M‚dio ou M‚dio Alto,67.7,487.61,471.56
